,season,round,name,element_type,team,pred,pred_norm,yhat,value,transfers_in_nextgw,starting,type,captain,assists,bonus,bps,clean_sheets,creativity,goals_conceded,goals_scored,ict_index,influence,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,saves,selected,team_a_score,team_h_score,threat,total_points,was_home,yellow_cards,opponent_team_strength,opponent_team_weakness,team_weakness,team_strength,opponent_weakness_nextgw,opponent_strength_nextgw,is_home_nextgw,transfers_in,transfers_out,transfers_out_nextgw,totalpoints_prevgw,bps_prevgw,ict_prevgw,opponent_strength_prevgw,opponent_weakness_prevgw,goals_scored_prevgw,matchday,assists_prevgw,bonus_prevgw,matchday_nextgw,selected_nextgw,opponent_team_away_strength_nextgw,opponent_team_home_strength_nextgw,opponent_team_away_weakness_nextgw,opponent_team_home_weakness_nextgw,opponent_team_away_strength_prevgw,opponent_team_home_strength_prevgw,opponent_team_away_weakness_prevgw,opponent_team_home_weakness_prevgw,team_home_strength,team_home_weakness,team_away_strength,team_away_weakness,opponent_team_home_strength,opponent_team_home_weakness,opponent_team_away_strength,opponent_team_away_weakness,hit,player_id,web_name,first_name,second_name,full_name,team_name,jersey_code,probability,vice_captain,bench_order,results,pred_new,double_gameweek,minutes,total_points_nextgw
34,2020-21,3,Mathew_Ryan_70,1,3,0.678454654583195,0.878818903786081,1.0,45,0.0,1,model_dream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,Ryan,Mathew,Ryan,Mathew Ryan,Brighton,brighton&hovealbion,67.85,0.0,0.0,1,0.0,1.0,90.0,1.0
35,2020-21,3,Mathew_Ryan_70,1,3,0.0,0.0,0.0,45,0.0,0,selection_dream,0.0,0.0,0.0,22.0,1.0,0.0,0.0,0.0,0.4,4.2,14.0,0.0,0.0,0.0,0.0,0.0,1159789.0,3.0,0.0,0.0,6.0,FALSE,0.0,2.0,0.0,1.5,2.0,3.0,1.0,1.0,61649.0,83065.0,0.0,1.0,12.0,1.2,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.5,1.5,1.5,0.0,0.0,0.0,2.0,0.0,0.0,70,Ryan,Mathew,Ryan,Mathew Ryan,Brighton,brighton&hovealbion,0.0,0.0,0.0,1,0.0,1.0,90.0,1.0
36,2020-21,3,Kai_Havertz_500,3,5,0.673628330230713,0.8837574124336239,1.0,85,0.0,1,transfer_dream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500,Havertz,Kai,Havertz,Kai Havertz,Chelsea,chelsea,67.36,0.0,0.0,1,0.0,5.0,90.0,5.0
37,2020-21,3,Kai_Havertz_500,3,5,0.673628330230713,0.8837574124336239,1.0,85,0.0,0,model_dream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500,Havertz,Kai,Havertz,Kai Havertz,Chelsea,chelsea,67.36,0.0,3.0,1,0.0,5.0,90.0,5.0
38,2020-21,3,Jamie_Vardy_224,4,9,0.6595243215560911,0.865253865718842,1.0,101,0.0,1,model_dream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224,Vardy,Jamie,Vardy,Jamie Vardy,Leicester,leicestercity,65.95,0.0,0.0,1,0.0,17.0,84.0,17.0
39,2020-21,3,Jamie_Vardy_224,4,9,0.6595243215560911,0.865253865718842,1.0,101,0.0,0,transfer_dream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224,Vardy,Jamie,Vardy,Jamie Vardy,Leicester,leicestercity,65.95,0.0,3.0,1,0.0,17.0,84.0,17.0
40,2020-21,3,Michail_Antonio_437,4,19,0.649292349815369,0.851830124855042,1.0,64,0.0,1,model_budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437,Antonio,Michail,Antonio,Michail Antonio,West Ham,westhamunited,64.93,0.0,0.0,1,0.0,2.0,87.0,2.0
41,2020-21,3,Yves_Bissouma_76,3,3,0.6332019567489621,0.830720543861389,0.0,45,0.0,0,model_budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,Bissouma,Yves,Bissouma,Yves Bissouma,Brighton,brighton&hovealbion,63.32,0.0,2.0,1,0.0,0.0,0.0,0.0
42,2020-21,3,Alisson_Ramses Becker_252,1,11,0.631775886246908,0.8183547537618141,1.0,60,0.0,0,model_dream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252,Alisson,Alisson,Ramses Becker,Alisson Ramses Becker,Liverpool,liverpool,63.18,0.0,0.0,1,0.0,2.0,90.0,2.0
43,2020-21,3,Alisson_Ramses Becker_252,1,11,0.631775886246908,0.8183547537618141,1.0,60,0.0,0,transfer_dream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252,Alisson,Alisson,Ramses Becker,Alisson Ramses Becker,Liverpool,liverpool,63.18,0.0,0.0,1,0.0,2.0,90.0,2.0
44,2020-21,3,Bukayo_Saka_24,3,1,0.4663650393486021,0.6118412017822271,-1.0,54,0.0,1,model_budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,Saka,Bukayo,Saka,Bukayo Saka,Arsenal,arsenal,46.64,0.0,0.0,1,0.0,0.0,0.0,0.0
45,2020-21,3,AndrÃ©-Frank_Zambo Anguissa_191,3,8,0.452081650495529,0.593102276325226,-1.0,45,0.0,0,model_budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191,Anguissa,André-Frank,Zambo Anguissa,André-Frank Zambo Anguissa,Fulham,fulham,45.21,0.0,3.0,1,0.0,2.0,90.0,2.0
46,2020-21,3,Sam_Johnstone_417,1,18,0.23040648537631306,0.29845115445189396,0.0,45,0.0,47,model_budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417,Johnstone,Sam,Johnstone,Sam Johnstone,West Brom,westbrom,23.04,0.0,0.0,1,0.0,3.0,90.0,3.0
47,2020-21,3,Bernd_Leno_8,1,1,0.0,0.0,0.0,50,0.0,1,selection_dream,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,1.8,18.0,19.0,0.0,0.0,0.0,0.0,2.0,614046.0,1.0,2.0,0.0,2.0,TRUE,0.0,0.0,2.0,0.5,2.5,1.5,3.0,0.0,112820.0,41552.0,0.0,7.0,29.0,1.4,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.5,0.0,0.0,0.0,0.0,1.0,0.5,1.5,0.0,0.0,2.0,0.0,0.0,0.0,8,Leno,Bernd,Leno,Bernd Leno,Arsenal,arsenal,0.0,0.0,0.0,1,0.0,3.0,90.0,3.0
48,2020-21,3,HÃ©ctor_BellerÃ­n_11,2,1,0.0,0.0,0.0,50,0.0,1,selection_dream,0.0,0.0,0.0,10.0,0.0,6.9,1.0,0.0,1.7,7.6,19.0,0.0,0.0,0.0,0.0,0.0,326713.0,1.0,2.0,2.0,2.0,TRUE,0.0,0.0,2.0,0.5,2.5,1.5,3.0,0.0,54450.0,31413.0,0.0,5.0,23.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.5,0.0,0.0,0.0,0.0,1.0,0.5,1.5,0.0,0.0,2.0,0.0,0.0,0.0,11,Bellerín,Héctor,Bellerín,Héctor Bellerín,Arsenal,arsenal,0.0,0.0,0.0,1,0.0,0.0,90.0,0.0
49,2020-21,3,Rob_Holding_16,2,1,0.0,0.0,0.0,45,0.0,1,selection_dream,0.0,0.0,0.0,16.0,0.0,0.3,1.0,0.0,1.4,13.6,19.0,0.0,0.0,0.0,0.0,0.0,148466.0,1.0,2.0,0.0,2.0,TRUE,0.0,0.0,2.0,0.5,2.5,1.5,3.0,0.0,72351.0,25976.0,0.0,6.0,28.0,2.2,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.5,0.0,0.0,0.0,0.0,1.0,0.5,1.5,0.0,0.0,2.0,0.0,0.0,0.0,16,Holding,Rob,Holding,Rob Holding,Arsenal,arsenal,0.0,0.0,0.0,1,0.0,1.0,90.0,1.0
50,2020-21,3,Gabriel_MagalhÃ£es_494,2,1,0.0,0.0,0.0,50,0.0,1,selection_dream,0.0,0.0,0.0,15.0,0.0,0.7,1.0,0.0,3.5,32.6,19.0,0.0,0.0,0.0,0.0,0.0,705990.0,1.0,2.0,2.0,2.0,TRUE,0.0,0.0,2.0,0.5,2.5,1.5,3.0,0.0,412630.0,49391.0,0.0,15.0,37.0,8.5,0.0,0.0,1.0,5.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,1.5,0.0,0.0,0.0,0.0,1.0,0.5,1.5,0.0,0.0,2.0,0.0,0.0,0.0,494,Gabriel,Gabriel,Magalhães,Gabriel Magalhães,Arsenal,arsenal,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0
51,2020-21,3,Granit_Xhaka_9,3,1,0.0,0.0,0.0,55,0.0,1,selection_dream,0.0,0.0,0.0,10.0,0.0,6.7,1.0,0.0,2.3,16.4,19.0,0.0,0.0,0.0,0.0,0.0,58116.0,1.0,2.0,0.0,2.0,TRUE,0.0,0.0,2.0,0.5,2.5,1.5,3.0,0.0,9879.0,9209.0,0.0,3.0,11.0,4.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.5,0.0,0.0,0.0,0.0,1.0,0.5,1.5,0.0,0.0,2.0,0.0,0.0,0.0,9,Xhaka,Granit,Xhaka,Granit Xhaka,Arsenal,arsenal,0.0,1.0,0.0,1,0.0,1.0,59.0,1.0
52,2020-21,3,Nicolas_PÃ©pÃ©_18,3,1,0.0,0.0,0.0,79,0.0,1,selection_dream,0.0,0.0,0.0,3.0,0.0,2.3,0.0,0.0,1.1,1.0,19.0,0.0,0.0,0.0,0.0,0.0,95969.0,1.0,2.0,8.0,1.0,TRUE,0.0,0.0,2.0,0.5,2.5,1.5,3.0,0.0,2864.0,49831.0,0.0,1.0,3.0,2.3,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.5,0.0,0.0,0.0,0.0,1.0,0.5,1.5,0.0,0.0,2.0,0.0,0.0,0.0,18,Pépé,Nicolas,Pépé,Nicolas Pépé,Arsenal,arsenal,0.0,0.0,0.0,1,0.0,1.0,22.0,1.0
53,2020-21,3,Willian_Borges Da Silva_478,3,1,0.0,0.0,0.0,81,0.0,1,selection_dream,0.0,0.0,0.0,11.0,0.0,20.9,1.0,0.0,3.1,6.4,19.0,0.0,0.0,0.0,0.0,0.0,1119588.0,1.0,2.0,4.0,2.0,TRUE,0.0,0.0,2.0,0.5,2.5,1.5,3.0,0.0,474433.0,67202.0,0.0,14.0,35.0,11.5,0.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,1.5,0.0,0.0,0.0,0.0,1.0,0.5,1.5,0.0,0.0,2.0,0.0,0.0,0.0,478,Willian,Willian,Borges Da Silva,Willian Borges Da Silva,Arsenal,arsenal,0.0,0.0,0.0,1,0.0,2.0,67.0,2.0
54,2020-21,3,Daniel_Ceballos FernÃ¡ndez_501,3,1,0.0,0.0,0.0,50,0.0,1,selection_dream,0.0,1.0,3.0,31.0,0.0,23.9,1.0,0.0,9.6,52.4,19.0,0.0,0.0,0.0,0.0,0.0,112604.0,1.0,2.0,20.0,8.0,TRUE,0.0,0.0,2.0,0.5,2.5,1.5,3.0,0.0,12146.0,27214.0,0.0,1.0,6.0,1.1,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.5,0.0,0.0,0.0,0.0,1.0,0.5,1.5,0.0,0.0,2.0,0.0,0.0,0.0,501,Ceballos,Daniel,Ceballos Fernández,Daniel Ceballos Fernández,Arsenal,arsenal,0.0,0.0,0.0,1,0.0,0.0,30.0,0.0
55,2020-21,3,Alexandre_Lacazette_6,4,1,0.0,0.0,0.0,85,0.0,1,selection_dream,0.0,0.0,1.0,29.0,0.0,5.7,1.0,1.0,7.0,33.0,19.0,0.0,0.0,0.0,0.0,0.0,342387.0,1.0,2.0,31.0,7.0,TRUE,0.0,0.0,2.0,0.5,2.5,1.5,3.0,0.0,93434.0,33483.0,0.0,7.0,29.0,9.9,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.5,0.0,0.0,0.0,0.0,1.0,0.5,1.5,0.0,0.0,2.0,0.0,0.0,0.0,6,Lacazette,Alexandre,Lacazette,Alexandre Lacazette,Arsenal,arsenal,0.0,0.0,0.0,1,0.0,7.0,73.0,7.0
56,2020-21,3,Edward_Nketiah_22,4,1,0.0,0.0,0.0,59,0.0,1,selection_dream,0.0,0.0,3.0,31.0,0.0,0.1,0.0,1.0,5.5,34.0,19.0,0.0,0.0,0.0,0.0,0.0,83645.0,1.0,2.0,21.0,8.0,TRUE,0.0,0.0,2.0,0.5,2.5,1.5,3.0,0.0,3801.0,38442.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.5,0.0,0.0,0.0,0.0,1.0,0.5,1.5,0.0,0.0,2.0,0.0,0.0,0.0,22,Nketiah,Edward,Nketiah,Edward Nketiah,Arsenal,arsenal,0.0,0.0,0.0,1,0.0,1.0,17.0,1.0
57,2020-21,3,Lewis_Dunk_62,2,3,0.0,0.0,0.0,50,0.0,0,selection_dream,0.0,0.0,1.0,26.0,1.0,0.8,0.0,0.0,2.0,18.8,14.0,0.0,0.0,0.0,0.0,0.0,508280.0,3.0,0.0,0.0,7.0,FALSE,0.0,2.0,0.0,1.5,2.0,3.0,1.0,1.0,11610.0,57354.0,0.0,1.0,16.0,2.9,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.5,1.5,1.5,0.0,0.0,0.0,2.0,0.0,0.0,62,Dunk,Lewis,Dunk,Lewis Dunk,Brighton,brighton&hovealbion,0.0,0.0,2.0,1,0.0,-2.0,90.0,-2.0
58,2020-21,3,Adam_Webster_66,2,3,0.0,0.0,0.0,45,0.0,0,selection_dream,0.0,0.0,0.0,21.0,1.0,1.0,0.0,0.0,1.1,10.0,14.0,0.0,0.0,0.0,0.0,0.0,171745.0,3.0,0.0,0.0,6.0,FALSE,0.0,2.0,0.0,1.5,2.0,3.0,1.0,1.0,2892.0,20633.0,0.0,1.0,14.0,2.8,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.5,1.5,1.5,0.0,0.0,0.0,2.0,0.0,0.0,66,Webster,Adam,Webster,Adam Webster,Brighton,brighton&hovealbion,0.0,0.0,2.0,1,0.0,1.0,90.0,1.0
59,2020-21,3,Neal_Maupay_68,4,3,0.0,0.0,0.0,65,0.0,0,selection_dream,0.0,1.0,3.0,66.0,1.0,14.6,0.0,2.0,16.3,88.4,14.0,0.0,0.0,0.0,0.0,0.0,101960.0,3.0,0.0,60.0,16.0,FALSE,0.0,2.0,0.0,1.5,2.0,3.0,1.0,1.0,7825.0,17573.0,0.0,2.0,1.0,0.7,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.5,1.5,1.5,0.0,0.0,0.0,2.0,0.0,0.0,68,Maupay,Neal,Maupay,Neal Maupay,Brighton,brighton&hovealbion,0.0,0.0,2.0,1,0.0,8.0,90.0,8.0
60,2020-21,4,Kevin_De Bruyne_272,3,12,0.8599519729614259,1.0,1.0,116,0.0,1,model_budget,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272,De Bruyne,Kevin,De Bruyne,Kevin De Bruyne,Man City,manchestercity,86.0,0.0,0.0,1,0.0,2.0,90.0,2.0
61,2020-21,4,Kevin_De Bruyne_272,3,12,0.8599519729614259,1.0,1.0,116,0.0,1,transfer_dream,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272,De Bruyne,Kevin,De Bruyne,Kevin De Bruyne,Man City,manchestercity,86.0,0.0,0.0,1,0.0,2.0,90.0,2.0
62,2020-21,4,Kevin_De Bruyne_272,3,12,0.8599519729614259,1.0,1.0,116,0.0,1,model_dream,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272,De Bruyne,Kevin,De Bruyne,Kevin De Bruyne,Man City,manchestercity,86.0,0.0,0.0,1,0.0,2.0,90.0,2.0
63,2020-21,4,Pierre-Emerick_Aubameyang_4,3,1,0.8491134643554691,0.987396359443665,1.0,119,0.0,1,model_dream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,Aubameyang,Pierre-Emerick,Aubameyang,Pierre-Emerick Aubameyang,Arsenal,arsenal,84.91,1.0,0.0,1,0.0,2.0,90.0,2.0
64,2020-21,4,Pierre-Emerick_Aubameyang_4,3,1,0.8491134643554691,0.987396359443665,1.0,119,0.0,1,transfer_dream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,Aubameyang,Pierre-Emerick,Aubameyang,Pierre-Emerick Aubameyang,Arsenal,arsenal,84.91,1.0,0.0,1,0.0,2.0,90.0,2.0
65,2020-21,4,Pierre-Emerick_Aubameyang_4,3,1,0.0,0.0,0.0,119,0.0,1,selection_dream,1.0,0.0,0.0,5.0,0.0,0.9,3.0,0.0,0.9,4.2,11.0,0.0,0.0,0.0,0.0,0.0,2046859.0,1.0,3.0,4.0,2.0,FALSE,0.0,3.0,1.5,1.33333333333333,2.0,1.33333333333333,0.0,TRUE,50656.0,1018211.0,0.0,5.0,20.0,7.9,0.0,2.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.33333333333333304,1.0,0.0,0.0,0.0,2.0,0.666666666666667,0.33333333333333304,1.33333333333333,1.0,2.0,1.5,1.0,0.0,0.0,4,Aubameyang,Pierre-Emerick,Aubameyang,Pierre-Emerick Aubameyang,Arsenal,arsenal,0.0,0.0,0.0,1,0.0,2.0,90.0,2.0
66,2020-21,4,Harry_Kane_388,4,17,0.8226152658462521,0.95658278465271,1.0,105,0.0,1,model_budget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388,Kane,Harry,Kane,Harry Kane,Spurs,tottenhamhotspur,82.26,1.0,0.0,1,0.0,16.0,90.0,16.0
67,2020-21,4,Harry_Kane_388,4,17,0.8226152658462521,0.95658278465271,1.0,105,0.0,1,model_dream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388,Kane,Harry,Kane,Harry Kane,Spurs,tottenhamhotspur,82.26,0.0,0.0,1,0.0,16.0,90.0,16.0
68,2020-21,4,Harry_Kane_388,4,17,0.8226152658462521,0.95658278465271,1.0,105,0.0,1,transfer_dream,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388,Kane,Harry,Kane,Harry Kane,Spurs,tottenhamhotspur,82.26,0.0,0.0,1,0.0,16.0,90.0,16.0
